Entry,USVI_118_A,UVI_092_B,UVI_094_B,UVI_096_B,UVI_108_B,UVI_132_B,UVI_092_C,UVI_094_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,UVI_132_C,UVI_136_C,UVI_138_C,UVI_106_D,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,O_d3_B,O_d6_B,O_d7_B,O_d8_B,Pstr_d7_B,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C,Past_d1_D
A0A2H3D905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2H5AIZ1,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,324,222,559,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2H5AIZ9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2I0BVG8,233,242,254,555,6,0,20,47,27.637,171.117,38.842,133.716,140.271,189.422,68.121,70,18,879,869,399,349,74,0,0,0,0,43,92.503,104.368,61.816,166.9,304.024,356.025,224.854,459.574,0
A0A2I1BSZ6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,9,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2I2F262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0
A0A2K1ZPK4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2K5TU92,0,29,9,30,4,0,0,0,6,4,4,9,6,29,17,18,0,0,8,0,0,0,0,0,0,0,3,1,2,3,1,2,0,0,4,0
A0A2K5X3B6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2N6JFX7,17,57,36,127,0,1,49,99,109,328,208,346.996,342,694,377,286,0,220,252,75,25,19,0,0,0,0,29,649,843,649,423,846,678,903,577,0
A0A2P1BRP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2P1DP77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2P1DP91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2R6X6S3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2R8Q1W5,0,36,10,61,0,0,0,0,0,4,3,0,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,16,0
A0A2U8QPE6,7,5,10,31,0,0,1,0,0,1,0,4,0,4,1,0,3,71,80,33,35,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
A0A2V5GSC6,195.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,1130,333,917,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2W0FH34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2Z4HPZ8,11,61,28,92,0,0,0,0,0,0,0,0,1,9,0,3,0,15,37,14,0,6,0,0,0,0,13,20,24,31,0,0,0,0,0,0
A0A2Z5CV93,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2Z5CVA1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A0A2Z5VKM8,0,48,20,67,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,2,1,2,1,0,0
A0A345BJN8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A348AXX4,0,20,19,26.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A383ZFX3,0,38,32,84,0,0,0,0,0,0,0,27,0,0,1,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
A0A384JL97,0,0,0,0,0,0,11,10,0,1,0,12,0,17,2,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,1,0
A0A396ISC0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.284,11.809,12.736,0,0,0,0,0,0
A0A3B7TNW2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3G1DIQ9,0,71,38,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
A0A3G9GQ29,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3G9H185,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
A0A3G9H990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3G9HRC2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,51,21,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3L6E0R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3S5HYN5,0,15.589,0,45.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3S5YBC7,7,118,102,396.026,1,0,0,1,0,9,0,2,3,109,74,49,36.772,28.005,46,9,9,6,0,0,0,0,10,42,55,39,2,0,7,5,8,0
A0A411EW25,42,41,21,101,0,0,0,0,3,37,4.003,7,17,3,0,3,0,215,210,93,48,23,0,0,0,0,8,1,0,0,0,1,0,0,0,0
A0A411L030,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,74,25,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A411PQP8,77,50,41,74,2,0,0,1,0,4,2,2,4,7,1,1,0,134,194,55,36,49,0,0,0,0,0,2,5,4,2,9,0,3,3,0
A0A445AGS0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,148,94,55,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A452G813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A455LXK0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A455R5H4,564,218.411,276,590.018,12,0,0,0,0,1,5,2,3,11,1,3,0,3536,1987,777,2722,120,0,0,0,0,1,0,5,0,2,0,0,0,0,0
A0A480NP79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A481NR20,188.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828.761,617.628,419.468,357.959,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A481WQ18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,184,77,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A482NAR8,19,2,0,0,0,0,0,0,0,0,0,1,0,32,2,25,1,46,81,26,0,12,0,0,0,0,0,0,0,0,1,0,0,6,0,0
A0A482NB13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A4D6Q440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A4P8DJE6,0,33.102,19.002,95.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995,0,0,0,0,0,0,0,0,0
A0A4P8DJV2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A4V8H042,26,26,34,90,1,0,7,5,12,33,38,86,78,105,108,48,4,77,113,54,9,9,0,0,0,0,0,65.998,73,61,42,133,91,78,87,0
A0A4X1TZW7,16,37,32,147,0,0,39,37,78,156.997,135,235,246,177,111,79,7,172,169,87,51,18,0,0,0,0,5,376,363,333,410,571,554,259,689,0
A0A4Y1YQ38,2775.179,1252.195,684.911,1417.954,44,0,356.78,577.072,211.107,720.143,540.654,907.253,905.07,2917.984,1246.352,1325.689,152.481,13896.559,12719.036,4576.853,10078.619,1122.611,0,0,0,0,266.109,1840.547,2993.923,2247.288,5331.617,9050.226,9977.745,10893.897,6098.823,0
A0A4Y1YTM1,1716.002,1699,1113,2481.001,49,19,381.999,507,298,1068,825.001,985.002,1153,1763.001,1034.001,1045,261.001,9847.074,9584,3371,6394,1008,2607,1985,2370,1342,363,2508,3320,3078.001,6188.955,11241,9815.001,11215,6410.999,0
A0A509ADH4,55,110,67,172,4,0,2,0,5,1,9,11,11,13,7,2,11,234,157,75,140,16,0,0,0,0,32,124,195,211,2,12,0,0,9,0
A0A509AFG4,36.852,17,17,42,3,0,1,8,21,36,28,28,24,42,34,40,5,196,193,76,47,9,0,0,0,0,0,4,5,4,22,39,69,13,99,0
A0A509AGE2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,26,29,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A509AHB6,246.33,258,256,527,9,0,2,7,23,128.37,30,147.736,112.744,61.508,18.307,17,11,1257.849,1110.391,366.964,318,81.583,0,0,0,0,58,91.889,65.352,88,14,14.744,37,8,24.842,0
A0A509AI82,64,204.941,167.88,536.117,8,0,26,14,1,10,4,19,2,482,328,212,2,233,268.684,118.486,58,39,0,0,0,0,55,89,101,80,185,274,302,173,221,0
A0A509AJG0,0,38,39.004,70,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,52,29,2,0,0,0,0,0,0,0,0,0
A0A509AKB8,0,40,12,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,9,4,22,0
A0A509AKL0,96,80.242,56.2,149.625,6,0,18,35,35,262,83,162,229,149,90,53,1,372,525,209,100,53,0,0,0,0,13,255,249,181,151,290.999,328,129,515,0
A0A509ALV6,107,69,32.683,123.495,0,0,0,0,7,28.003,41,32,17,13,0,2,11,462,476,160,119,41,0,0,0,0,13,3,6,8,5,13,21,12,41,0
A0A509AMC3,0,25,18,56,1,0,0,0,90,248,121,264,295,32,7,11,0,0,0,0,0,0,0,0,0,0,0,16,54,63,3,0,4,0,0,0
A0A509AQE6,364.994,70.965,76.54,185,1,0,14,9,7,27,12,37,23.133,48,33,18,27.789,1484.069,1667.714,610,866,187.266,0,0,0,0,7,31,37,19,56.334,126,48.806,46,130,0
A0A509AWX2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,97,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A517FNC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A5B8YWJ2,0,0,0,0,0,0,0,5,1,18,4,11,19,26,38,27,4,0,0,0,0,0,0,0,0,0,0,5,3,0,4,1,2,0,5,0
A0A5C1RDG7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A5K1K8H0,249,141,155,257,0,0,2,4,17,67,3,107,86,68,25,16,17,1188,1166,647,316,157,0,0,0,0,22,12,44,33,10,15,10,7,31,0
A0A6B9KZ79,0,59,62,229,2,0,24,49,82,336,101,275,372,329,166,129,32,0,0,0,0,0,0,0,0,0,0,253,371,183,159,657,743,338,826,0
A0A6F8RNP4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A6J4B4P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A6P3HVI0,0,27,32,45,0,0,6,3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,30,12,2,24,0
A0A7H0DN16,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,2.091,1,0,0,5.956,0
A0A7H0DN52,14.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.403,72.357,21.411,92.05,8.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A7J6K338,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,71,13,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A7L8UYL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A8C2MDK8,0,25,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A0A8F4N283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A8I3NFE2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.94,138.074,91,60,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A8I3S724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A8J9RRY2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,253,102,41,20.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A8V1ABE9,0,6,4,15,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A8X8M4W6,0,0,0,0,0,0,1,0,0,1,0,0,0,18,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0
A0AK43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0AUS0,0,167,157,280,0,2,0,0,0,21.107,14.348,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18.468,2.937,22.661,0,0
A0AUV4,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,67,45,37,19,5,0,0,0,0,0,0,0,0,0,0,0,68,0,0
A0AVI2,0,16,25,71,0,0,0,0,0,0,0,9,0,0,0,0,0,172.997,215.99,78.558,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0B5R0,20,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,103,144,90,22,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A0B6S6,0,0,0,0,0,0,0,0,0,0,0,2,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,5,8,0
A0B8A1,0,15,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A0BD92,0,20,11,36,0,0,0,1,2,4,1,8,3,32,24,8,18,0,5.787,0,0,0,0,0,0,0,0,14,28,24,2,34,16,0,49,0
A0BKG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0BLX0,159,33,13,32,0,0,6,7,0,0,1,1,1,44,9,9,0,612,426,173,300,54,0,0,0,0,0,0,0,0,14,6,20,4,45,0
A0BQL0,114,122,77,181,0,0,54,125,136,514,277,492,503,567,307,243,10,427,409,117.911,80,42,0,0,0,0,16,1000,1332,1153,994,1464,1715,972,1672,0
A0CCD2,0,13,18,39,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
A0CDD4,0,0,4,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,26,29,2,0,0,0,0,0,0,0,0,0
A0CEY2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0CNL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0CUB5,16,51,24.839,118,3,0,23,29,7,8,3,12,8,363,187,194,1,100,90.007,78,23,19,0,0,0,0,17,0,0,0,298.13,513,352,265,340,0
A0CYG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0DSB3,111.48,29,20,42,1,0,3,0,3,1,8,0,3,30,19,19,5,381,389,123.089,96,70,0,0,0,0,11,36,40,43,7,18,8,1,19,0
A0DTY1,0,0,0,0,0,0,0,0,0,6,1,17,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,4,4,6,43,46,22,8,40,0
A0E358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0FGR8,0,13,11,78,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
A0FGR9,84,153,146,382.753,4,0,0,9,3,11,10,7,10,55,21.018,23,0,205,233,52,19,48,0,0,0,0,13,7,20,8,11,54,9,18,54,0
A0FKG7,0,0,0,0,0,0,1,1,3,8,7,3,9,3,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,4,2,0
A0FKI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JJX5,28,0,0,0,0,0,0,1,2,6,0,1,5,20,0,4,12,165,108,60,58,7,0,0,0,0,0,1,12,2,0,0,0,0,1,0
A0JM08,0,90,68,97,1,0,1,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0
A0JM23,74,71,56,166,3,0,0,0,1,2,0,7,0,10,2,6,9,256.832,249,144,65,17,0,0,0,0,33,0,0,0,0,0,0,0,0,0
A0JM51,0,0,0,0,0,0,0,1,1,2.039,3,5,8,6,16,16,2,0,0,0,0,0,0,0,0,0,0,5,4,22,22,14,8,7,13,0
A0JM56,1,18,10,37,2,0,0,0,3,0,16,17,14,0,2,2,0,18,29,24,0,2,0,0,0,0,13,0,0,0,0,2,2,0,0,0
A0JM59,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JMG9,108.165,142,88,224,7,0,2,2,0,3,2,3,1,159,78,60,1,618.848,470.29,203.756,241.493,49.64,0,0,0,0,35,69,87,47,3,0,2,3,6,0
A0JMH0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JMH2,6,30,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0
A0JMQ0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JMU5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JMW2,163,78,72,183,4,0,1,8,4,24,22,22,39,100,55,55,10,690,631,234,201,59,0,0,0,0,0,1,4,1,29,72,93,55,105.001,0
A0JN41,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,16,1,5,3,3,5,0
A0JNA3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,71,37,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JNA8,0,84,39,108,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
A0JNC4,2,0,0,9,0,0,2,0,4,8,10,6,1,9,1,4,0,48,50,23,10,5,0,0,0,0,0,3,10,10,4,3,3,2,32,0
A0JND4,0,55,59,133,0,0,11,15,19,65,51,75,36,152,68,59,0,0,0,0,0,0,0,0,0,0,9,112,129,183,209,268,216,131,232,0
A0JNU3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JP26,0,0,0,0,0,0,0,3,0,0,1,2,0,65,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,23,23,35,0
A0JP70,14.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.429,42.007,27.981,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JP85,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,110,70,45,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JPA0,30,42,31,103,0,0,0,0,5,35,16,34,38,35,16,14,0,43,44.995,66,38,16,0,0,0,0,2,28,33,18,0,0,0,0,1,0
A0JPH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JPI9,195.159,49,40,180,4,0,0,7,0,4,1,2,2,29,15,13,1,984.868,767.273,340.343,313.249,73.814,0,0,0,0,22,13,19,6,1,2,2,4,6,0
A0KJE0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,33,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0KKF0,0,6,7,36,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,14,13,17,27,13,2,31,0
A0KKI5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0KPL4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0KPQ1,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,60,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0KQR3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0L4B2,0,0,0,0,0,0,3,0,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,7,3,3,10,7,7,0,18,0
A0L5X4,0,17,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0LC19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0LE04,0,33,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
A0LJ41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,39,19,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0LMC0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0LMC1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0LNW5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0LP26,2,15,14,26,1,0,0,0,0,0,0,0,0,0,0,0,0,64,56,25,11,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0
A0LTX3,0,22,6,52,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
A0LWS7,0,16,18,29,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
A0LXM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0LXQ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0LY94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0LYC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0LYZ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0M3L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0M4Z2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0M4Z3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0M572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0M576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0M579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0M588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0M591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0M592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
