"","USVI_118_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_108_B","UVI_132_B","UVI_092_C","UVI_094_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_106_D","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_D"
"A0A2H5AIZ9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2I0BVG8",131,178,267,566,1,0,12,43,13,168,11,100,98,121,26,36,11,1151,1089,491,478,109,0,0,0,0,53,142,167,105,232,416,458,327,534,0
"A0A2I1BSZ6",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2I2F262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0
"A0A2K1ZPK4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2K5TU92",0,8,2,7,2,0,0,0,2,1,1,3,2,8,5,6,0,0,29,0,0,0,0,0,0,0,7,1,7,9,1,8,0,0,14,0
"A0A2K5X3B6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2N6JFX7",6,25,15,57,0,1,35,72,80,234,154,250,242,519,285,213,0,403,439,139,59,37,0,0,0,0,44,819,1063,816,575,1127,920,1184,783,0
"A0A2P1BRP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2P1DP77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2P1DP91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2R6X6S3",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2R8Q1W5",0,18,2,29,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0,41,0
"A0A2U8QPE6",3,2,9,39,0,0,1,0,0,1,0,2,0,2,1,0,4,83,87,37,41,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"A0A2V5GSC6",832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2W0FH34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2Z4HPZ8",9,58,26,86,0,0,0,0,0,0,0,0,1,8,0,3,0,20,45,17,0,8,0,0,0,0,14,23,27,34,0,0,0,0,0,0
"A0A2Z5CV93",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2Z5CVA1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"A0A2Z5VKM8",0,15,8,22,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,4,4,1,3,1,0,0
"A0A345BJN8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A348AXX4",0,20,19,26.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A383ZFX3",0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
"A0A384JL97",0,0,0,0,0,0,3,3,0,1,0,3,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,29,0,0,1,0
"A0A396ISC0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0
"A0A3B7TNW2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A3G1DIQ9",0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"A0A3G9GQ29",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A3G9H185",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"A0A3G9H990",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A3G9HRC2",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A3L6E0R4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A3S5HYN5",0,15.589,0,45.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A3S5YBC7",5,47,41,148,1,0,0,1,0,5,0,2,2,43,29,20,14,53,98,17,16,12,0,0,0,0,24,105,138,97,3,0,13,9,15,0
"A0A411EW25",31,34,12,105,0,0,0,0,2,42,2,2,10,1,0,1,0,265,249,110,72,30,0,0,0,0,10,1,0,0,0,1,0,0,0,0
"A0A411L030",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A411PQP8",72,45,37,64,2,0,0,1,0,3,2,2,3,5,1,1,0,159,216,64,46,53,0,0,0,0,0,4,8,7,4,14,0,6,6,0
"A0A445AGS0",178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A452G813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A455LXK0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A455R5H4",867,227,369,770,10,0,0,0,0,1,1,1,1,2,1,1,0,2921,1795,717,2033,137,0,0,0,0,1,0,18,0,10,0,0,0,0,0
"A0A480NP79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A481NR20",651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A481WQ18",217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A482NAR8",12,2,0,0,0,0,0,0,0,0,0,1,0,22,2,18,1,71,118,39,0,18,0,0,0,0,0,0,0,0,1,0,0,10,0,0
"A0A482NB13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A4D6Q440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A4P8DJE6",0,9,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"A0A4P8DJV2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A4V8H042",10,10,16,43,1,0,4,3,7,17,24,56,49,64,76,30,2,148,196,92,23,18,0,0,0,0,0,98,112,93,70,203,145,127,136,0
"A0A4X1TZW7",4,14,13,76,0,0,33,27,69,120,119,202,208,125,84,57,4,303,288,143,100,33,0,0,0,0,10,430,431,385,480,686,663,349,784,0
"A0A4Y1YQ38",2814,678,240,445,10,0,498,785,125,403,456,670,598,3813,1455,1789,115,14413,12870,4845,9326,1317,0,0,0,0,334,2090,3185,2385,4899,8302,8805,9392,5838,0
"A0A4Y1YTM1",2110,2385,1312,2889,23,4,1007,1162,466,1669,1809,1480,1807,2923,1943,2210,570,8690,8061,3010,5095,949,1240,1000,1106,660,322,1999,2626,2281,4111,7319,6514,7158,4583,0
"A0A509ADH4",50,156,85,233,4,0,2,0,4,1,7,6,5,5,3,1,15,263,187,87,148,22,0,0,0,0,28,109,165,167,6,25,0,0,19,0
"A0A509AFG4",15,5,6,14,2,0,1,5,16,21,20,15,12,22,22,29,3,297,284,114,81,17,0,0,0,0,0,10,13,10,39,68,106,29,140,0
"A0A509AGE2",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A509AHB6",186,218,243,479,5,0,1,2,14,101,15,128,78,20,4,4,6,1483,1296,449,427,110,0,0,0,0,66,132,110,127,38,45,85,30,60,0
"A0A509AI82",48,134,109,340,6,0,17,10,1,9,4,15,3,294,197,130,2,318,379,168,73,55,0,0,0,0,88,131,147,117,284,417,465,254,336,0
"A0A509AJG0",0,31,34,57,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,42,24,4,0,0,0,0,0,0,0,0,0
"A0A509AKB8",0,26,9,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,13,5,34,0
"A0A509AKL0",48,40,26,75,4,0,13,27,27,244,69,134,202,103,66,34,1,549,700,282,167,77,0,0,0,0,20,299,304,222,202,378,414,194,592,0
"A0A509ALV6",88,56,26,100,0,0,0,0,6,23,34,26,14,10,0,2,10,551,566,191,144,50,0,0,0,0,16,4,8,11,7,17,27,16,51,0
"A0A509AMC3",0,1,1,1,1,0,0,0,20,45,22,51,57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,85,225,239,27,0,39,0,0,0
"A0A509AQE6",614,52,72,183,1,0,17,6,4,15,6,27,11,30,26,10,43,1248,1327,499,699,158,0,0,0,0,10,46,56,32,75,154,77,74,148,0
"A0A509AWX2",114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A517FNC7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A5B8YWJ2",0,0,0,0,0,0,0,2,1,4,2,3,5,6,9,6,2,0,0,0,0,0,0,0,0,0,0,19,12,0,15,1,8,0,20,0
"A0A5C1RDG7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A5K1K8H0",262,120,157,223,0,0,1,2,13,52,1,108,74,41,12,6,17,1224,1167,619,365,161,0,0,0,0,27,26,71,53,25,39,29,23,60,0
"A0A6B9KZ79",0,1,1,8,1,0,4,11,43,206,30,137,236,106,54,36,10,0,0,0,0,0,0,0,0,0,0,462,651,366,369,1141,1221,707,1261,0
"A0A6F8RNP4",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A6J4B4P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A6P3HVI0",0,18,24,30,0,0,5,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,22,44,21,5,36,0
"A0A7H0DN16",0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,1,0,0,7,0
"A0A7H0DN52",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A7J6K338",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A7L8UYL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A8C2MDK8",0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"A0A8F4N283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A8I3NFE2",126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A8I3S724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A8J9RRY2",150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A8V1ABE9",0,6,4,15,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A8X8M4W6",0,0,0,0,0,0,1,0,0,1,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,11,0
"A0AK43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0AUS0",0,52,52,84,0,1,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,66,12,75,0,0
"A0AUV4",34,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,21,12,17,4,2,0,0,0,0,0,0,0,0,0,0,0,44,0,0
"A0AVI2",0,18,29,81,0,0,0,0,0,0,0,10,0,0,0,0,0,156,193,71,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0B5R0",42,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,34,66,51,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"A0B6S6",0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,8,11,0
"A0B8A1",0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A0BD92",0,7,4,13,0,0,0,1,1,1,1,3,1,15,14,3,15,0,18,0,0,0,0,0,0,0,0,27,49,41,7,63,35,0,82,0
"A0BKG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0BLX0",229,32,10,24,0,0,7,8,0,0,1,1,1,49,7,8,0,522,374,153,254,49,0,0,0,0,0,0,0,0,20,12,29,9,51,0
"A0BQL0",36,44,25,58,0,0,43,112,126,485,268,463,460,475,265,203,4,780,721,229,187,82,0,0,0,0,29,1049,1390,1175,1093,1649,1856,1167,1769,0
"A0CCD2",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"A0CDD4",0,0,11,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,14,16,1,0,0,0,0,0,0,0,0,0
"A0CEY2",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0CNL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0CUB5",3,17,6,45,1,0,17,19,3,2,1,3,2,313,162,177,1,222,195,142,62,38,0,0,0,0,26,0,0,0,378,648,469,372,443,0
"A0CYG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0DSB3",135,30,20,42,1,0,4,0,3,1,9,0,3,32,21,22,6,341,342,112,92,61,0,0,0,0,11,35,40,41,9,22,11,1,22,0
"A0DTY1",0,0,0,0,0,0,0,0,0,7,1,22,10,1,4,1,0,0,0,0,0,0,0,0,0,0,0,4,4,6,36,40,20,8,34,0
"A0E358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0FGR8",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"A0FGR9",49,89,85,219,3,0,0,6,2,7,7,5,7,33,13,14,0,336,384,85,31,79,0,0,0,0,21,11,33,13,18,88,14,29,88,0
"A0FKG7",0,0,0,0,0,0,1,1,2,3,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,1,12,6,0
"A0FKI7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0JJX5",22,0,0,0,0,0,0,1,2,5,0,1,4,16,0,4,10,208,137,76,74,9,0,0,0,0,0,1,16,3,0,0,0,0,1,0
"A0JM08",0,23,17,19,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,0
"A0JM23",52,55,44,169,2,0,0,0,1,1,0,1,0,1,1,1,9,371,345,183,115,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0
"A0JM51",0,0,0,0,0,0,0,1,1,2,2,4,6,4,12,12,2,0,0,0,0,0,0,0,0,0,0,8,7,30,31,22,13,12,20,0
"A0JM56",1,8,4,18,2,0,0,0,2,0,14,11,8,0,1,1,0,44,58,41,0,5,0,0,0,0,16,0,0,0,0,7,7,0,0,0
"A0JM59",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0JMG9",85,121,72,187,6,0,2,2,0,2,1,2,1,142,70,53,1,714,549,237,285,61,0,0,0,0,39,85,108,61,7,0,6,8,13,0
"A0JMH0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0JMH2",6,24,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,11,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"A0JMQ0",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0JMU5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0JMW2",177,41,48,142,2,0,1,3,1,5,12,4,16,88,53,61,8,796,714,273,261,75,0,0,0,0,0,1,16,1,56,121,142,98,147,0
"A0JN41",0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,12,1,2,1,1,2,0
"A0JNA3",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,54,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0JNA8",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
"A0JNC4",3,0,0,10,0,0,2,0,4,8,9,6,1,9,1,4,0,56,62,29,10,6,0,0,0,0,0,3,11,12,4,2,2,2,43,0
"A0JND4",0,11,19,41,0,0,6,7,11,35,42,48,9,121,49,43,0,0,0,0,0,0,0,0,0,0,17,157,186,223,266,366,308,216,310,0
"A0JNU3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0JP26",0,0,0,0,0,0,0,2,0,0,1,2,0,38,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,46,40,40,59,0
"A0JP70",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0JP85",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,78,39,36,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0JPA0",6,18,12,65,0,0,0,0,2,23,10,23,26,14,6,5,0,103,99,105,75,28,0,0,0,0,5,47,56,34,0,0,0,0,1,0
"A0JPH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0JPI9",297,54,45,247,5,0,0,8,0,2,1,1,1,28,15,13,1,767,604,267,259,62,0,0,0,0,19,17,24,10,1,5,5,9,11,0
"A0KJE0",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0KKF0",0,8,10,50,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,12,11,14,22,11,2,24,0
"A0KKI5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0KPL4",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0KPQ1",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0KQR3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0L4B2",0,0,0,0,0,0,3,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,3,12,6,6,0,23,0
"A0L5X4",0,17,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0LC19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0LE04",0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
"A0LJ41",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0LMC0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0LMC1",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0LNW5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0LP26",2,16,15,28,1,0,0,0,0,0,0,0,0,0,0,0,0,63,55,25,12,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"A0LTX3",0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
"A0LWS7",0,4,4,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0
"A0LXM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0LXQ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0LY94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0LYC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0LYZ0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M3L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M4Z2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M4Z3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M5A0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M7D0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0M8T3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
