Entry,A,B,C,D,Total
A5PMW0,0,1,1,0,2
A5PN09,1,0,0,0,1
A5PN38,0,0,1,0,1
A5U6Y1,1,0,0,0,1
A5UBC0,0,0,1,0,1
A5UBZ9,0,0,1,0,1
A5UDR1,0,1,0,0,1
A5UK20,1,0,0,0,1
A5UKU6,0,0,1,0,1
A5ULM5,1,0,0,1,2
A5UN65,1,0,0,0,1
A5UPS3,0,1,1,1,3
A5UYW4,1,1,0,1,3
A5V605,0,1,1,0,2
A5V9Q3,0,0,1,0,1
A5VJ94,1,0,0,0,1
A5W241,0,0,0,1,1
A5WBT2,0,0,1,1,2
A5WFR0,1,0,0,0,1
A5WVX1,1,1,1,1,4
A5WVX9,0,1,1,1,3
A5YM72,1,0,1,1,3
A6BM06,1,0,0,1,2
A6BM72,0,1,1,1,3
A6GWB6,0,0,1,1,2
A6GWI4,0,1,0,0,1
A6GWT7,0,0,1,0,1
A6GZ96,0,1,0,0,1
A6H1P4,1,0,0,0,1
A6H5Y3,0,0,1,0,1
A6H639,0,1,1,1,3
A6H6A9,1,1,1,1,4
A6H6X4,0,1,1,0,2
A6H759,1,1,1,1,4
A6H7B5,0,1,0,0,1
A6H7I3,0,1,0,0,1
A6H8H5,1,1,1,1,4
A6H8T7,0,1,1,1,3
A6H8Z2,1,0,0,0,1
A6JFQ6,0,0,0,1,1
A6KZJ9,0,0,1,1,2
A6L0V1,0,1,0,0,1
A6L4J3,0,1,1,1,3
A6L4N0,0,0,1,0,1
A6L5I2,0,0,1,1,2
A6LAP3,1,1,1,1,4
A6LBY4,0,0,1,0,1
A6LEG7,0,1,0,0,1
A6LFV1,1,1,1,0,3
A6LHB5,0,0,0,1,1
A6LLN2,0,0,0,1,1
A6LMK5,0,0,1,1,2
A6LNY4,1,0,0,0,1
A6MMR2,0,0,1,0,1
A6MVS6,1,0,1,0,2
A6MVW9,1,1,1,1,4
A6MVX1,0,1,0,0,1
A6MVX9,1,1,1,1,4
A6MW06,0,1,0,0,1
A6MW33,0,1,0,0,1
A6N6J5,1,1,1,1,4
A6NC57,1,0,0,0,1
A6NCI4,0,1,1,1,3
A6NDL7,0,0,0,1,1
A6NDY0,0,1,0,1,2
A6NFX1,0,1,1,1,3
A6NHC0,0,1,0,0,1
A6NHL2,0,0,1,1,2
A6NI72,0,1,0,0,1
A6NIM6,0,1,0,0,1
A6NK02,1,0,0,0,1
A6NMK7,1,0,1,0,2
A6NN14,1,0,0,0,1
A6NNE9,0,0,0,1,1
A6NNM8,0,0,1,0,1
A6NNN8,0,0,0,1,1
A6NNX1,0,1,1,1,3
A6P3B2,1,1,0,1,3
A6Q486,1,0,0,0,1
A6QBB6,0,0,1,1,2
A6QGC0,0,0,0,1,1
A6QL50,1,0,0,0,1
A6QL63,1,0,0,0,1
A6QL92,0,0,1,1,2
A6QLH5,1,0,1,0,2
A6QLT2,0,0,1,1,2
A6QLU1,1,0,1,0,2
A6QLU7,0,0,1,1,2
A6QLU8,1,0,0,0,1
A6QP05,1,1,1,1,4
A6QP29,1,0,0,0,1
A6QP55,1,0,0,0,1
A6QP57,0,0,1,1,2
A6QP72,0,1,0,1,2
A6QP81,0,1,0,0,1
A6QPE7,0,1,1,1,3
A6QPN6,1,1,0,0,2
A6QQ47,0,0,1,0,1
A6QQ60,0,1,0,0,1
A6QQM4,1,0,1,1,3
A6QQU6,1,1,1,0,3
A6QR09,0,1,0,0,1
A6QYH8,1,0,0,0,1
A6R3L3,0,1,0,0,1
A6R7B8,0,1,0,0,1
A6RC50,1,0,0,0,1
A6RGE3,0,1,0,0,1
A6RPU8,1,0,0,0,1
A6SCT6,1,0,0,0,1
A6SEH9,0,1,0,1,2
A6SG70,1,0,0,0,1
A6SY74,0,0,1,0,1
A6SZN9,0,1,0,0,1
A6T4R6,0,1,0,0,1
A6TE29,0,0,1,0,1
A6TEB3,1,1,1,1,4
A6TEE9,1,0,0,0,1
A6TMN5,0,0,1,1,2
A6TNN7,0,0,1,1,2
A6U8C2,0,0,1,0,1
A6UDC0,0,0,0,1,1
A6UEY0,0,1,0,0,1
A6UEY1,1,0,0,0,1
A6ULQ4,0,1,0,0,1
A6UQ31,0,0,0,1,1
A6V3Q8,0,1,1,1,3
A6VG23,1,0,0,0,1
A6VK13,0,0,1,1,2
A6VMR4,1,1,1,1,4
A6W0X8,0,1,0,0,1
A6W7L7,0,0,0,1,1
A6WDF2,0,1,1,0,2
A6WW16,0,1,1,0,2
A6WXV2,0,0,1,0,1
A6WYD2,0,0,1,0,1
A6WYH5,1,0,1,1,3
A6WYI0,1,0,0,0,1
A6X0K5,0,1,1,0,2
A6X7E7,1,1,1,1,4
A6X8E9,0,0,1,0,1
A6X919,0,0,0,1,1
A6XIG6,0,1,0,1,2
A6XMY9,0,0,1,0,1
A6YG69,0,1,0,0,1
A6ZM04,1,0,0,0,1
A6ZMR9,1,0,1,1,3
A6ZRX0,0,1,1,1,3
A6ZYI0,1,0,0,0,1
A7AMD1,1,0,0,0,1
A7E2S9,0,1,0,0,1
A7E2V1,1,1,1,1,4
A7E316,0,1,0,0,1
A7E3U5,0,0,1,0,1
A7EAY2,0,1,1,0,2
A7EJY3,1,0,1,0,2
A7EKT5,0,1,0,0,1
A7EYW0,0,1,1,0,2
A7F045,1,1,1,0,3
A7F1E9,0,1,1,1,3
A7F4H5,0,0,1,0,1
A7G9Q7,1,0,0,0,1
A7GCK7,0,1,1,0,2
A7GI10,1,0,0,0,1
A7GMR0,1,0,0,0,1
A7H8A3,0,0,1,1,2
A7HHM9,0,0,1,0,1
A7HHN3,1,0,0,0,1
A7HM36,0,1,0,0,1
A7HM43,1,0,0,0,1
A7HME4,1,0,0,0,1
A7HQX9,0,1,0,0,1
A7HSA5,1,0,0,0,1
A7HSX5,0,0,1,0,1
A7HZ38,0,0,1,1,2
A7HZ39,0,0,1,0,1
A7I2G3,0,0,1,0,1
A7I4T7,1,0,0,0,1
A7I5P9,1,0,0,0,1
A7INK3,0,0,1,1,2
A7IQW5,0,0,1,1,2
A7KAN4,0,0,0,1,1
A7KAU3,1,0,0,0,1
A7KVC2,0,0,1,0,1
A7L6A0,0,1,0,0,1
A7LXS8,0,0,1,0,1
A7LXS9,1,1,1,1,4
A7LXT0,0,1,1,0,2
A7LXU0,0,1,1,0,2
A7LXU3,1,0,0,0,1
A7M7B9,0,0,0,1,1
A7MAZ3,0,1,1,0,2
A7MB16,0,1,1,0,2
A7MB73,1,1,1,0,3
A7MBE4,0,1,1,1,3
A7MBF6,0,1,1,1,3
A7MBH5,1,0,1,1,3
A7MBI7,1,1,1,1,4
A7MBP4,1,1,1,1,4
A7MBS7,0,1,0,0,1
A7ME44,0,1,0,0,1
A7MFJ6,0,0,0,1,1
A7MQN1,1,0,0,0,1
A7MXZ9,1,0,0,0,1
A7N307,0,0,1,0,1
A7PQS0,1,1,1,0,3
A7PZL3,1,1,1,1,4
A7QJG1,1,0,0,0,1
A7RDN6,1,0,1,1,3
A7RFT2,0,1,1,1,3
A7RIT9,0,1,1,0,2
A7RK30,1,1,1,1,4
A7RKF6,1,0,0,0,1
A7RM45,1,0,0,1,2
A7RPT4,0,0,1,0,1
A7RWD2,0,1,1,1,3
A7RWP6,0,0,1,1,2
A7S1H9,0,1,0,0,1
A7S2N8,1,0,0,0,1
A7S338,0,0,1,0,1
A7S3I2,0,1,0,1,2
A7S6Y0,0,1,1,1,3
A7SD85,0,0,1,0,1
A7SDW5,1,1,1,1,4
A7SE05,1,1,1,1,4
A7SG73,1,0,0,0,1
A7SKJ3,0,1,1,0,2
A7SL20,0,1,0,0,1
A7SLC8,1,0,0,1,2
A7SNN5,1,0,0,0,1
A7STV9,1,1,1,0,3
A7SWH1,1,1,1,1,4
A7SXK3,0,1,0,0,1
A7T167,0,1,0,1,2
A7T1N0,1,0,0,0,1
A7TG13,0,1,0,0,1
A7TKR8,1,0,1,0,2
A7TPV3,0,1,0,0,1
A7TR50,0,0,1,0,1
A7TSF4,1,1,0,1,3
A7TTT5,1,1,0,0,2
A7UVN1,0,1,0,0,1
A7UX13,1,0,0,1,2
A7VK00,1,0,0,1,2
A7WM73,1,1,1,1,4
A7XDQ9,1,0,1,0,2
A7XRY8,0,1,0,0,1
A7XUJ6,0,0,0,1,1
A7YE96,0,1,0,0,1
A7YWC4,0,0,1,0,1
A7YY53,1,1,1,1,4
A7Z050,1,0,0,0,1
A7Z056,1,0,0,0,1
A7Z061,1,1,1,1,4
A7Z3F2,1,0,1,1,3
A7Z4X7,1,0,1,1,3
A7Z5Z4,0,0,1,0,1
A7Z6W0,0,0,1,0,1
A7Z6W2,0,1,0,0,1
A7Z975,0,1,1,1,3
A7ZCH3,1,0,0,0,1
A8A9H3,0,1,0,0,1
A8ABM5,0,0,1,0,1
A8AIB0,0,0,0,1,1
A8AJF8,0,1,0,0,1
A8AJW9,1,0,0,0,1
A8ALD3,0,1,0,0,1
A8ALQ4,0,0,1,0,1
A8APS7,1,0,0,0,1
A8AQP0,0,1,0,0,1
A8ARD9,1,0,0,0,1
A8BQB4,0,0,1,1,2
A8CDR5,1,0,0,0,1
A8CEP3,0,1,0,1,2
A8CVX7,1,1,1,1,4
A8DZH4,1,0,1,0,2
A8E4L1,0,1,1,1,3
A8E534,1,1,1,1,4
A8E657,0,0,1,0,1
A8EXK1,1,0,0,0,1
A8F3K0,1,0,0,1,2
A8F4F7,0,1,0,0,1
A8F8C2,0,0,1,1,2
A8FED1,1,0,0,0,1
A8FV59,0,0,0,1,1
A8G2E1,1,0,0,0,1
A8G6V0,1,0,0,0,1
A8G744,0,1,0,0,1
A8G8C4,0,0,1,1,2
A8G9J4,1,0,0,0,1
A8GBA5,0,1,1,1,3
A8GCT5,0,1,0,0,1
A8GG78,0,0,1,0,1
A8GG79,1,1,1,1,4
A8GK75,0,0,0,1,1
A8GLE9,0,1,1,0,2
A8GLK6,0,0,0,1,1
A8GM60,0,0,1,0,1
A8GMF8,0,0,1,0,1
A8GXR7,1,0,0,0,1
A8H7S9,0,0,1,0,1
A8HMZ4,1,1,1,1,4
A8HQ54,1,1,1,1,4
A8HS48,1,1,1,1,4
A8HUA1,1,1,1,1,4
A8HVL5,0,0,1,0,1
A8I1Q0,1,1,1,1,4
A8I4E9,1,1,1,1,4
A8I5F1,0,0,0,1,1
A8I9E8,1,1,1,1,4
A8IAD8,0,0,0,1,1
A8IAT8,1,0,0,0,1
A8IB22,1,1,1,1,4
A8IHV3,1,1,0,1,3
A8ILK1,1,1,1,1,4
A8IPQ8,1,1,0,0,2
A8IPT1,1,0,0,0,1
A8IQE0,1,1,1,1,4
A8IQT2,0,1,1,0,2
A8IR43,0,1,1,1,3
A8ISN6,1,1,0,1,3
A8IU92,0,0,1,0,1
A8IUG5,1,1,1,1,4
A8IW99,1,1,1,1,4
A8J0J0,0,1,0,0,1
A8J0N6,1,1,1,1,4
A8J1V4,1,0,1,1,3
A8J3F6,0,1,0,1,2
A8J637,1,1,1,0,3
A8J6J0,1,1,1,0,3
A8J8F6,0,0,1,0,1
A8JAM0,0,1,1,0,2
A8JAN3,0,1,1,0,2
A8JB22,1,1,1,0,3
A8JF70,1,1,1,1,4
A8JFU2,1,0,1,1,3
A8JGB0,0,1,1,1,3
A8JID5,1,1,1,1,4
A8JQX3,1,0,1,0,2
A8JUV0,0,0,1,0,1
A8KBF3,1,0,0,0,1
A8KBL5,1,1,1,1,4
A8KBL7,0,0,1,0,1
A8L177,0,0,1,0,1
A8LHA4,0,1,0,0,1
A8LNY7,0,0,1,1,2
A8M3K6,1,1,1,0,3
A8MAJ1,1,0,0,0,1
A8MC04,1,0,0,0,1
A8MG75,0,1,1,0,2
A8MJT5,1,1,1,1,4
A8MPY1,1,0,0,0,1
A8MQ27,0,1,0,0,1
A8MQA3,0,0,1,0,1
A8MR93,1,1,1,1,4
A8MS41,0,1,1,0,2
A8MUP2,1,0,0,0,1
A8MWK0,0,0,1,0,1
A8MWY0,0,1,0,0,1
A8MX76,0,0,1,0,1
A8N5J5,1,0,0,1,2
A8N7C6,0,0,1,0,1
A8NDT2,0,1,1,0,2
A8NEG8,1,0,0,0,1
A8NEP3,0,1,1,1,3
A8NJZ7,1,1,0,1,3
A8NR45,0,0,1,0,1
A8PR17,1,0,0,0,1
A8QCE4,1,0,1,0,2
A8R7K9,0,1,0,0,1
A8W649,0,1,1,0,2
A8W969,1,0,0,0,1
A8WE67,0,1,1,1,3
A8WFT6,0,0,0,1,1
A8WGF4,1,1,1,1,4
A8WGF7,0,1,0,1,2
A8WGT1,0,1,1,1,3
A8WIP6,0,1,0,0,1
A8WMY3,1,1,0,1,3
A8WN56,0,1,1,1,3
A8WN62,0,1,1,1,3
A8WQK3,1,0,0,0,1
A8WRG3,0,0,1,1,2
A8WRV1,1,1,1,0,3
A8WS58,1,0,1,0,2
A8WVU9,1,0,0,0,1
A8WXF6,1,1,0,1,3
A8WYE4,0,1,1,1,3
A8X0Z1,0,1,0,0,1
A8X6H1,1,1,1,1,4
A8X6H4,1,0,1,0,2
A8X8C6,1,0,0,0,1
A8XA58,1,0,0,1,2
A8XGH1,0,1,1,0,2
A8XJL7,1,0,1,0,2
A8XJW8,1,0,0,0,1
A8XJZ8,0,0,1,0,1
A8XKF2,1,0,0,0,1
A8XPH5,1,0,0,0,1
A8XQD5,1,0,1,0,2
A8XV40,1,0,0,0,1
A8XW88,0,0,1,0,1
A8XWW4,1,0,0,0,1
A8XY95,0,1,0,0,1
A8XYW9,1,0,0,0,1
A8XZJ9,1,0,0,0,1
A8Y1P7,0,1,1,1,3
A8Y236,0,0,1,0,1
A8Y4B2,0,1,1,0,2
A8Y5H7,1,0,0,0,1
A8YUS2,1,0,0,0,1
A8YVQ1,1,0,0,0,1
A8YXM7,1,0,1,0,2
A8ZXB7,0,0,0,1,1
A9A1T2,1,1,1,1,4
A9A3L9,1,1,1,1,4
A9AST0,0,0,0,1,1
A9AWF4,1,0,0,0,1
A9B434,1,0,0,0,1
A9BD85,0,0,1,0,1
A9BE84,0,1,1,1,3
A9BER7,0,0,0,1,1
A9BEU2,1,1,1,1,4
A9BF03,0,1,1,1,3
A9BHB5,1,1,1,1,4
A9BJC1,1,1,1,0,3
A9BVK1,1,0,0,0,1
A9CES5,0,1,0,0,1
A9CJC9,1,1,1,1,4
A9FJ48,1,0,1,0,2
A9IGI5,0,0,1,0,1
A9IXE1,1,0,0,0,1
A9JRD8,0,1,1,1,3
A9JTH1,0,0,1,0,1
A9KG91,0,0,1,1,2
A9KHA0,0,0,1,1,2
A9KJH8,1,0,1,0,2
A9KK15,1,0,1,1,3
A9LIW2,1,1,1,1,4
A9LLI8,0,0,0,1,1
A9LNK9,1,1,1,1,4
A9M752,0,1,0,0,1
A9MJT5,0,1,1,0,2
A9MNH4,0,0,1,0,1
A9MPK6,0,0,0,1,1
A9MR76,1,0,0,0,1
A9N8H1,0,0,1,1,2
A9ND24,0,1,0,0,1
A9NEE5,0,0,1,0,1
A9NKD9,0,1,0,0,1
A9NUH8,1,1,0,1,3
A9PCL4,1,1,1,1,4
A9QM74,1,0,0,0,1
A9R7I1,0,0,1,0,1
A9RBS1,1,1,1,1,4
A9RGD8,1,0,1,0,2
A9S3D3,0,1,1,1,3
A9S5R3,0,1,0,0,1
A9S9Q8,1,0,0,0,1
A9SDL4,1,0,0,0,1
A9SIZ6,1,1,1,0,3
A9SMC8,0,1,1,1,3
A9T142,1,0,1,1,3
A9ULY7,1,0,1,0,2
A9UMG5,1,1,0,0,2
A9UNU6,1,1,1,1,4
A9UQ62,1,1,1,0,3
A9UVV1,0,0,0,1,1
A9V2C1,1,1,1,1,4
A9V3C0,1,1,1,1,4
A9VE54,1,1,1,1,4
A9VHU0,0,1,0,1,2
A9W2R3,1,1,1,0,3
A9W3H8,0,0,1,1,2
A9WGE3,1,1,1,1,4
A9WJ21,0,0,0,1,1
A9WRT1,0,1,1,1,3
A9WW77,0,0,1,0,1
A9X1A0,0,0,1,0,1
A9X1D0,0,1,0,0,1
A9YWR6,1,0,0,0,1
A9Z1V5,0,0,0,1,1
A9ZPH9,1,0,0,0,1
B0BB15,0,1,0,0,1
B0BLT4,0,1,1,1,3
B0BML7,0,0,1,0,1
B0BN18,0,1,1,0,2
B0BNA9,1,1,0,0,2
B0BNE5,1,1,1,1,4
B0BNM1,0,1,0,0,1
B0BZL2,1,1,0,0,2
B0C0E7,1,0,0,0,1
B0C1B5,0,1,0,0,1
B0C1D7,0,1,0,0,1
B0C2J3,0,1,0,0,1
B0C385,0,0,0,1,1
B0C427,0,1,0,1,2
B0C474,1,0,0,0,1
B0C4F3,0,0,0,1,1
B0C4N8,1,0,0,0,1
B0C872,1,0,0,0,1
B0CAD1,0,1,0,0,1
B0CAV7,1,0,0,0,1
B0CAZ0,1,0,0,0,1
B0CFQ6,1,1,1,1,4
B0CGU5,1,0,0,0,1
B0CN31,0,0,0,1,1
B0DOB4,1,0,1,1,3
B0DOB5,1,1,0,1,3
B0DQB9,1,0,0,0,1
B0DSN9,0,1,1,0,2
B0DZL3,0,0,1,0,1
B0E2U2,0,1,1,0,2
B0F9L4,1,0,1,0,2
B0FWK4,0,0,0,1,1
B0G124,0,0,1,1,2
B0G143,1,1,1,1,4
B0G159,0,1,1,0,2
B0G172,1,1,1,1,4
B0G180,0,1,1,1,3
B0JHB1,0,1,0,0,1
B0JJL5,0,1,0,0,1
B0JL12,1,1,0,0,2
B0JQT7,1,1,0,0,2
B0JTL3,1,0,1,1,3
B0JU67,0,0,1,1,2
B0JVM6,1,0,0,0,1
B0JW23,1,0,1,0,2
B0JXE2,1,1,1,1,4
B0JYC5,0,0,1,0,1
B0JYW5,0,1,1,0,2
B0JYZ2,0,1,1,1,3
B0JZD0,1,0,0,1,2
B0JZV4,0,0,1,0,1
B0K012,0,0,1,1,2
B0K0Y9,0,1,0,0,1
B0K172,0,0,0,1,1
B0K1W0,0,0,1,0,1
B0K437,0,0,1,0,1
B0K4E2,0,0,1,0,1
B0K530,0,1,1,1,3
B0K534,1,0,1,1,3
B0K5S6,0,0,0,1,1
B0K625,1,1,1,0,3
B0KAS1,0,0,1,0,1
B0KTG8,1,0,1,0,2
B0KWH8,1,0,0,0,1
B0M0P8,0,0,1,1,2
B0R061,0,0,0,1,1
B0R0T1,1,1,1,1,4
B0R4J2,1,0,0,1,2
B0RCQ8,0,0,1,0,1
B0RCZ0,1,0,0,1,2
B0RIH2,1,1,1,0,3
B0RS12,0,0,0,1,1
B0RVK2,1,0,0,1,2
B0S0K7,1,0,0,0,1
B0S155,0,0,1,1,2
B0S1F7,0,1,0,0,1
B0S5D5,1,1,1,1,4
B0S5Y3,0,0,0,1,1
B0S6T2,1,1,1,1,4
B0SKD9,0,0,1,0,1
B0SPQ8,0,1,0,0,1
B0SQ07,0,0,1,0,1
B0SRF0,0,1,0,0,1
B0TI15,0,0,1,0,1
B0TQ97,0,0,0,1,1
B0UCL4,1,1,0,0,2
B0UHW2,1,0,0,0,1
B0ULY8,0,0,0,1,1
B0UPJ6,0,1,1,1,3
B0UWA7,0,1,0,0,1
B0UXP9,0,1,1,0,2
B0UXS1,0,1,1,1,3
B0UYT5,1,0,0,0,1
B0V2S2,1,0,0,0,1
B0WYR6,0,0,1,0,1
B0X1V5,0,1,0,0,1
B0X4N1,0,1,1,1,3
B0XDC4,1,1,1,1,4
B0XFT7,0,0,1,0,1
B0XN12,1,1,0,0,2
B0XT09,0,1,0,0,1
B0XT72,0,0,1,0,1
B0Y567,1,1,1,1,4
B0YB65,0,0,0,1,1
B0YBX0,0,1,1,1,3
B1AK53,0,0,0,1,1
B1ANS9,1,0,1,0,2
B1AQJ2,1,1,1,0,3
B1AUE5,1,0,0,0,1
B1AVH7,1,1,0,0,2
B1AVY7,1,0,0,0,1
B1AZ99,0,1,1,1,3
B1AZA5,0,0,1,0,1
B1H1H3,0,0,0,1,1
B1H2P7,0,0,1,1,2
B1H3D5,0,1,1,1,3
B1HQE4,1,0,0,0,1
B1I3B8,1,0,0,0,1
B1I5Z0,0,0,0,1,1
B1I7Z3,0,0,1,0,1
B1J0Q3,0,1,0,0,1
B1J4D7,0,1,1,1,3
B1J5W7,1,1,1,1,4
B1J606,0,1,1,0,2
B1JE82,0,1,1,0,2
B1JHH1,0,0,1,1,2
B1JLQ5,0,1,1,0,2
B1JNA9,1,0,0,0,1
B1JQ39,1,0,0,0,1
B1JQD9,0,0,1,1,2
B1JVC0,0,0,0,1,1
B1KHA5,0,0,1,0,1
B1L3V2,0,0,1,0,1
B1L765,0,0,1,0,1
B1LAB2,0,0,0,1,1
B1LAW7,0,1,1,0,2
B1LL73,0,0,0,1,1
B1LM23,0,0,1,0,1
B1LXF6,1,0,0,0,1
B1ML31,0,0,0,1,1
B1MTL0,1,0,0,0,1
B1MVN7,1,0,0,1,2
B1PK17,0,0,0,1,1
B1Q257,1,0,1,0,2
B1VTW2,1,0,0,0,1
B1WAS2,1,0,0,0,1
B1WB06,1,0,0,0,1
B1WBB4,0,1,0,0,1
B1WBP0,1,1,1,1,4
B1WC40,0,1,0,0,1
B1WQR4,1,0,0,0,1
B1WQR5,0,1,0,0,1
B1WVA3,0,0,1,0,1
B1WVR2,0,0,1,0,1
B1WVY1,1,0,1,1,3
B1X3H4,1,0,0,0,1
B1XHW1,0,0,1,0,1
B1XHY7,1,1,1,1,4
B1XJS8,1,0,1,1,3
B1XJT4,0,0,1,0,1
B1XLW1,0,0,0,1,1
B1XQQ0,0,0,0,1,1
B1XWR5,1,1,0,0,2
B1YBD4,1,0,0,0,1
B1YHS1,0,0,1,0,1
B1YK83,1,0,0,0,1
B1YPV8,0,0,1,0,1
B1YVE0,1,0,0,0,1
B1YXP0,0,0,1,1,2
B1ZMW8,0,0,1,0,1
B1ZUS0,0,1,0,0,1
B1ZX46,0,0,1,0,1
B2A1G4,1,0,0,0,1
B2A2K6,1,0,0,0,1
B2A5W7,1,0,0,0,1
B2AE04,0,1,0,0,1
B2AWV6,0,1,0,0,1
B2CPI5,0,0,1,0,1
B2CPI6,1,0,0,0,1
B2DFG5,0,1,1,1,3
B2FI29,0,0,1,0,1
B2GBQ6,0,0,1,0,1
B2GEP6,0,1,1,1,3
B2GUS6,0,1,1,0,2
B2GUY0,0,1,0,0,1
B2GUY1,0,0,0,1,1
B2GV24,0,0,0,1,1
B2HIJ9,0,0,0,1,1
B2HIL7,1,1,1,0,3
B2HLS4,0,1,0,0,1
B2IBR4,0,0,1,0,1
B2ICI8,0,0,1,1,2
B2IDK3,1,0,1,0,2
B2IUA9,0,0,1,0,1
B2IVD8,0,0,0,1,1
B2IY96,0,0,1,0,1
B2IZP5,0,1,1,0,2
B2J056,1,0,0,0,1
B2J1L2,0,0,1,0,1
B2J3K2,0,1,0,0,1
B2J3P0,1,0,0,0,1
B2J427,1,0,0,0,1
B2J6X9,1,0,0,0,1
B2J7M9,0,0,1,0,1
B2JS89,1,0,0,0,1
B2KI97,0,0,1,0,1
B2KWH4,0,0,1,0,1
B2RC85,0,1,1,0,2
B2RLJ0,1,0,0,1,2
B2RLV1,0,1,0,0,1
B2RQC6,0,1,1,0,2
B2RS91,0,1,0,0,1
B2RU33,0,1,0,0,1
B2RV13,0,0,1,0,1
B2RW38,1,1,1,1,4
B2RX12,1,0,1,0,2
B2RX14,1,1,1,1,4
B2RXC1,0,0,0,1,1
B2RXR6,1,1,1,1,4
B2RY56,0,1,1,1,3
B2RYD2,0,0,1,1,2
B2RYG6,1,1,1,1,4
B2RYJ4,0,0,0,1,1
B2RZ37,0,0,1,1,2
B2RZ50,1,1,1,1,4
B2S2N1,0,0,1,1,2
B2SHW2,0,0,1,0,1
B2TCJ9,0,0,1,0,1
B2TLZ8,1,1,0,1,3
B2TMY2,1,1,1,0,3
B2TZL3,0,1,0,0,1
B2U7L1,0,0,1,1,2
B2UCS1,0,0,1,0,1
B2UNF2,0,0,1,0,1
B2UQG6,1,1,1,1,4
B2UXS0,0,0,1,0,1
B2UYE4,0,0,1,0,1
B2V795,0,0,1,0,1
B2V8I4,1,1,0,0,2
B2V8W5,1,0,0,0,1
B2V968,0,0,1,1,2
B2VDG5,0,1,0,0,1
B2VFC7,0,1,0,0,1
B2VH10,1,1,1,1,4
B2VH13,0,1,1,1,3
B2VHF1,0,0,1,1,2
B2VJ83,0,0,1,1,2
B2W2N2,0,0,0,1,1
B2W572,0,1,1,0,2
B2XTU9,0,1,0,1,2
B2ZFP3,1,1,0,0,2
B2ZXD5,0,1,1,0,2
B3DH20,1,1,1,1,4
B3DHU2,1,1,1,1,4
B3DLB3,0,0,0,1,1
B3DN87,1,1,0,0,2
B3DNN5,1,1,1,1,4
B3DV46,0,0,0,1,1
B3DVG9,0,0,1,0,1
B3DZZ7,1,0,0,0,1
B3E099,0,1,1,0,2
B3E1Z4,0,1,1,0,2
B3EAF1,0,0,1,0,1
B3EMI6,1,0,0,0,1
B3ERN8,0,1,0,0,1
B3EUD6,0,1,0,0,1
B3EUG6,0,1,0,0,1
B3EWY7,0,0,1,1,2
B3EWY9,0,1,0,0,1
B3EWZ3,0,1,1,0,2
B3EWZ5,1,0,1,0,2
B3EWZ6,1,1,0,1,3
B3FHT4,1,1,0,1,3
B3GSH5,0,0,1,0,1
B3GZD0,1,0,0,0,1
B3H5R0,1,0,0,1,2
B3L230,0,0,1,1,2
B3LF48,0,1,1,1,3
B3LM95,1,0,1,0,2
B3M1E1,1,1,0,0,2
B3MG50,0,0,1,0,1
B3MUX9,1,0,0,0,1
B3N3F7,0,0,1,1,2
B3NDN0,0,0,1,0,1
B3NP10,1,0,0,0,1
B3NQ53,0,0,0,1,1
B3NU20,0,0,1,0,1
B3NYF7,0,0,1,0,1
B3NZM5,1,0,0,0,1
B3P3K2,0,0,1,0,1
B3PCM8,0,0,1,1,2
B3PDC2,0,0,1,0,1
B3PDE5,1,1,1,1,4
B3PGJ1,1,1,1,1,4
B3PMC6,1,0,0,0,1
B3PNI8,0,0,1,0,1
B3PYH7,0,1,0,0,1
B3QL00,0,1,0,0,1
B3QP89,0,1,1,1,3
B3QPN8,1,0,1,0,2
B3QPW8,1,0,0,0,1
B3QR64,0,1,0,0,1
B3QVL0,1,1,1,1,4
B3R6W7,0,0,1,0,1
B3RFJ6,0,0,1,0,1
B3RXR7,0,0,1,0,1
B3SP85,1,0,0,0,1
B3VQ24,1,1,1,1,4
B3W7I5,0,0,1,0,1
B4DU55,0,0,0,1,1
B4ETL7,1,0,1,1,3
B4EVC6,0,0,0,1,1
B4EWA4,0,0,0,1,1
B4EYV7,1,1,0,0,2
B4EYY4,0,0,1,0,1
B4EZU5,1,0,0,0,1
B4F058,1,0,0,0,1
B4F1H4,0,0,0,1,1
B4F1L5,0,1,0,0,1
B4F6K2,1,1,1,0,3
B4F6W9,0,1,0,1,2
B4F753,0,1,0,0,1
B4F795,0,0,1,0,1
B4FHY0,0,1,1,1,3
B4GEU5,0,1,0,0,1
B4GMC3,0,0,1,0,1
B4GRJ2,1,1,1,0,3
B4GUZ2,0,1,1,1,3
B4GXC2,1,0,0,0,1
B4H4X0,0,1,0,0,1
B4HNS0,1,0,0,0,1
B4IAA7,0,0,0,1,1
B4IC49,1,0,1,0,2
B4IT27,0,0,1,0,1
B4J045,1,0,0,1,2
B4J3F1,0,1,1,0,2
B4JMQ2,1,0,1,0,2
B4JSL2,0,0,1,0,1
B4JT42,0,0,0,1,1
B4JTF5,1,0,0,0,1
B4K8A4,0,0,0,1,1
B4KSY3,0,1,0,0,1
B4KYY0,0,0,1,0,1
B4L0G9,0,0,1,1,2
B4L1Z2,1,1,0,0,2
B4L6Q5,1,1,0,1,3
B4LDJ6,1,0,0,0,1
B4LM90,0,0,1,0,1
B4M7P8,0,0,1,0,1
B4MRZ8,0,0,1,0,1
B4MX21,0,1,0,0,1
